TEHBInnTier1FamilyMOOP,State
"$12,600 ",MS
"$4,500 ",MS
"$12,700 ",MS
$0 ,MS
"$12,700 ",MS
"$12,700 ",MS
$0 ,MS
"$12,700 ",MS
"$10,400 ",MS
"$4,500 ",MS
"$4,500 ",MS
"$12,700 ",MS
$0 ,MS
"$12,600 ",MS
$0 ,MS
"$12,600 ",MS
"$12,700 ",MS
"$12,700 ",MS
"$9,500 ",MS
"$2,900 ",MS
"$1,500 ",MS
"$3,000 ",MS
"$12,600 ",MS
,MS
,MS
,MS
,MS
,MS
"$12,600 ",MS
,MS
"$12,600 ",MS
$0 ,MS
"$12,600 ",MS
"$9,500 ",MS
"$2,900 ",MS
"$7,000 ",MS
$0 ,MS
"$7,000 ",MS
"$3,000 ",MS
"$3,000 ",MS
$0 ,MS
"$7,000 ",MS
"$7,000 ",MS
$0 ,MS
"$7,000 ",MS
"$3,000 ",MS
"$3,000 ",MS
$0 ,MS
"$12,600 ",MS
$0 ,MS
"$12,600 ",MS
"$12,500 ",MS
"$12,500 ",MS
$0 ,MS
"$12,500 ",MS
"$9,000 ",MS
"$2,700 ",MS
"$1,500 ",MS
"$12,700 ",MS
"$12,700 ",MS
"$12,600 ",MS
"$12,600 ",MS
$0 ,MS
"$4,500 ",MS
"$12,700 ",MS
$0 ,MS
"$12,700 ",MS
"$2,200 ",MS
$950 ,MS
"$12,700 ",MS
"$12,700 ",MS
$0 ,MS
"$12,700 ",MS
,MS
,MS
,MS
,MS
,MS
,MS
,MS
,MS
,MS
,MS
,MS
,MS
,MS
,MS
,MS
"$12,700 ",MS
"$10,400 ",MS
"$10,400 ",MS
"$4,500 ",MS
"$12,700 ",MS
"$12,700 ",MS
$0 ,MS
"$12,700 ",MS
"$12,700 ",MS
$0 ,MS
"$12,700 ",MS
"$12,700 ",MS
$0 ,MS
"$12,700 ",MS
"$10,400 ",MS
"$4,500 ",MS
"$4,500 ",MS
"$12,700 ",MS
$0 ,MS
"$12,700 ",MS
"$12,700 ",MS
$0 ,MS
"$12,700 ",MS
"$10,400 ",MS
"$12,700 ",MS
$0 ,MS
"$12,700 ",MS
"$12,700 ",MS
$0 ,MS
"$12,700 ",MS
"$12,700 ",MS
$0 ,MS
"$12,700 ",MS
"$12,700 ",MS
$0 ,MS
"$12,700 ",MS
"$3,000 ",NC
"$3,000 ",NC
"$3,000 ",NC
"$7,000 ",NC
$0 ,NC
"$7,000 ",NC
"$3,000 ",NC
"$9,000 ",NC
"$8,000 ",NC
"$9,000 ",NC
"$8,000 ",NC
"$12,000 ",NC
$0 ,NC
"$8,000 ",NC
"$12,000 ",NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$9,800 ",NC
"$4,000 ",NC
"$1,400 ",NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$10,000 ",NC
"$3,800 ",NC
"$1,400 ",NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$10,400 ",NC
"$4,000 ",NC
"$1,400 ",NC
"$3,000 ",NC
"$3,000 ",NC
$0 ,NC
"$3,000 ",NC
"$8,000 ",NC
"$8,000 ",NC
$0 ,NC
"$8,000 ",NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$9,800 ",NC
"$4,000 ",NC
"$1,400 ",NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$10,000 ",NC
"$3,800 ",NC
"$1,400 ",NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$10,400 ",NC
"$4,000 ",NC
"$1,400 ",NC
"$8,000 ",NC
"$8,000 ",NC
$0 ,NC
"$8,000 ",NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$10,000 ",NC
"$3,800 ",NC
"$1,400 ",NC
"$3,000 ",NC
"$3,000 ",NC
$0 ,NC
"$3,000 ",NC
"$8,000 ",NC
"$8,000 ",NC
$0 ,NC
"$8,000 ",NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$9,800 ",NC
"$4,000 ",NC
"$1,400 ",NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$10,000 ",NC
"$3,800 ",NC
"$1,400 ",NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$10,400 ",NC
"$4,000 ",NC
"$1,400 ",NC
"$8,000 ",NC
"$8,000 ",NC
$0 ,NC
"$8,000 ",NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$10,000 ",NC
"$3,800 ",NC
"$1,400 ",NC
"$6,000 ",NC
"$10,000 ",NC
"$10,000 ",NC
"$6,000 ",NC
$0 ,NC
"$12,000 ",NC
"$10,000 ",NC
"$12,000 ",NC
"$6,000 ",NC
"$12,700 ",NC
"$12,700 ",NC
"$6,000 ",NC
"$12,000 ",NC
$0 ,NC
"$12,700 ",NC
"$12,000 ",NC
"$11,000 ",NC
"$11,000 ",NC
$0 ,NC
"$11,000 ",NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$10,400 ",NC
"$2,800 ",NC
"$1,000 ",NC
"$10,000 ",NC
"$10,000 ",NC
$0 ,NC
"$10,000 ",NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$11,000 ",NC
"$11,000 ",NC
$0 ,NC
"$11,000 ",NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$10,400 ",NC
"$2,800 ",NC
"$1,000 ",NC
"$10,000 ",NC
"$10,000 ",NC
$0 ,NC
"$10,000 ",NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$11,000 ",NC
"$11,000 ",NC
$0 ,NC
"$11,000 ",NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$10,400 ",NC
"$2,800 ",NC
"$1,000 ",NC
"$12,700 ",NC
"$8,000 ",NC
"$12,700 ",NC
"$8,000 ",NC
$0 ,NC
"$12,700 ",NC
"$12,700 ",NC
"$12,700 ",NC
"$12,700 ",NC
"$12,700 ",NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$10,400 ",NC
"$4,000 ",NC
"$1,400 ",NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$10,400 ",NC
"$4,000 ",NC
"$1,400 ",NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$10,400 ",NC
"$4,000 ",NC
"$1,400 ",NC
"$12,700 ",NC
"$12,700 ",NC
"$12,700 ",NC
"$12,700 ",NC
"$12,700 ",NC
"$12,700 ",NC
,NC
,NC
,NC
,NC
,NC
,NC
"$2,000 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$12,600 ",NC
,ND
,ND
,ND
,ND
,ND
"$10,400 ",NC
"$4,500 ",NC
"$2,000 ",NC
"$12,700 ",NC
"$10,400 ",NC
"$4,500 ",NC
"$2,000 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
$0 ,NC
"$12,600 ",NC
$0 ,NC
"$12,600 ",NC
"$12,600 ",NC
,ND
,ND
,ND
"$10,000 ",NC
"$10,000 ",NC
$0 ,NC
"$10,000 ",NC
$0 ,NC
"$10,000 ",NC
"$10,000 ",NC
$0 ,NC
"$10,000 ",NC
"$10,000 ",NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
"$10,000 ",NC
$0 ,NC
,NC
,NC
,NC
,ND
"$12,600 ",NC
,ND
,ND
,ND
,ND
,ND
,ND
$0 ,NC
"$12,600 ",NC
"$12,600 ",NC
$0 ,NC
"$12,600 ",NC
,NC
,NC
,NC
"$10,000 ",NC
$0 ,NC
"$10,000 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$10,400 ",NC
"$4,500 ",NC
"$3,000 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$10,400 ",NC
"$4,500 ",NC
"$2,000 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$10,400 ",NC
"$4,500 ",NC
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
"$12,600 ",NC
$0 ,NC
"$12,600 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$12,700 ",NC
$0 ,NC
"$12,700 ",NC
"$12,700 ",NC
,ND
,ND
,ND
,ND
,ND
,ND
,ND
"$12,700 ",ND
"$9,000 ",ND
$0 ,ND
"$7,050 ",ND
,ND
,ND
,ND
"$12,700 ",ND
"$10,400 ",ND
"$10,000 ",ND
"$4,000 ",ND
"$10,000 ",ND
"$4,500 ",ND
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
"$2,000 ",ND
"$9,000 ",ND
"$12,700 ",ND
$0 ,ND
"$12,700 ",ND
"$12,700 ",ND
"$12,700 ",ND
"$12,700 ",ND
"$12,700 ",NC
"$12,700 ",NC
"$12,700 ",NC
"$12,700 ",NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,NC
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
"$12,700 ",ND
"$12,700 ",ND
"$12,700 ",ND
"$12,700 ",ND
,ND
,ND
"$3,000 ",ND
"$10,000 ",ND
"$5,000 ",ND
$0 ,ND
"$5,000 ",ND
"$5,200 ",ND
"$5,200 ",ND
$0 ,ND
"$12,700 ",ND
"$6,300 ",ND
$0 ,ND
"$6,300 ",ND
"$3,800 ",ND
"$12,700 ",ND
"$9,000 ",ND
"$12,700 ",ND
"$12,700 ",ND
,ND
,ND
"$12,000 ",ND
"$10,000 ",ND
"$2,500 ",NJ
"$9,000 ",ND
$0 ,ND
"$9,000 ",ND
"$9,000 ",ND
"$4,500 ",ND
"$3,800 ",ND
"$12,700 ",NJ
$0 ,NJ
"$12,700 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
,ND
"$12,700 ",ND
"$12,700 ",ND
"$3,800 ",ND
$0 ,ND
"$12,700 ",ND
$0 ,ND
"$12,700 ",ND
"$12,700 ",ND
"$12,700 ",ND
$0 ,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
"$10,000 ",ND
"$3,000 ",ND
"$10,000 ",ND
"$4,500 ",ND
"$4,000 ",ND
"$2,000 ",ND
"$12,700 ",ND
"$9,000 ",ND
"$12,700 ",ND
$0 ,ND
"$9,000 ",ND
"$12,700 ",ND
"$12,700 ",ND
"$12,700 ",ND
"$12,700 ",ND
"$12,700 ",ND
$0 ,ND
"$12,700 ",ND
"$9,000 ",ND
$0 ,ND
"$9,000 ",ND
"$12,700 ",ND
"$12,700 ",ND
$0 ,ND
"$12,700 ",ND
"$3,800 ",ND
"$10,400 ",ND
"$3,800 ",ND
"$10,400 ",ND
"$6,400 ",ND
$0 ,ND
"$10,400 ",ND
"$6,400 ",ND
"$4,700 ",ND
"$12,700 ",ND
"$4,700 ",ND
"$12,700 ",ND
"$12,700 ",ND
$0 ,ND
"$12,700 ",ND
"$12,700 ",ND
"$12,700 ",ND
"$12,700 ",ND
"$12,700 ",ND
"$12,700 ",ND
$0 ,ND
"$12,700 ",ND
$0 ,ND
"$12,700 ",ND
"$7,050 ",ND
"$7,050 ",ND
$0 ,ND
"$7,050 ",ND
"$12,700 ",ND
"$12,700 ",ND
$0 ,ND
"$12,700 ",ND
"$12,700 ",ND
$0 ,ND
"$12,700 ",ND
"$10,400 ",ND
"$4,500 ",ND
"$4,500 ",ND
"$12,700 ",ND
"$12,700 ",ND
$0 ,ND
"$12,700 ",ND
"$9,000 ",ND
"$9,000 ",ND
"$9,000 ",ND
$0 ,ND
"$9,000 ",ND
"$9,000 ",ND
"$4,500 ",ND
"$3,800 ",ND
"$4,700 ",ND
"$4,700 ",ND
$0 ,ND
"$4,700 ",ND
"$6,300 ",ND
"$3,800 ",ND
"$12,700 ",ND
"$12,700 ",ND
,ND
,ND
,ND
"$12,700 ",ND
"$12,700 ",ND
"$12,700 ",ND
"$12,700 ",ND
"$12,700 ",ND
$0 ,ND
"$12,700 ",ND
"$12,700 ",ND
"$12,700 ",ND
"$12,700 ",ND
$0 ,ND
"$12,700 ",ND
"$10,400 ",ND
"$4,500 ",ND
"$4,200 ",ND
"$12,700 ",ND
"$12,700 ",ND
$0 ,ND
"$12,700 ",ND
"$10,400 ",ND
"$4,500 ",ND
"$4,200 ",ND
"$12,700 ",ND
"$12,700 ",ND
$0 ,ND
"$12,700 ",ND
"$12,700 ",ND
"$4,500 ",ND
"$4,500 ",ND
"$12,700 ",ND
"$12,700 ",ND
"$2,500 ",NJ
$0 ,NJ
"$2,500 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
"$3,400 ",NJ
"$9,000 ",NJ
,ND
"$12,700 ",ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
,ND
"$2,000 ",ND
"$1,500 ",NJ
"$4,000 ",NJ
"$4,000 ",NJ
$0 ,NJ
"$4,000 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
"$6,000 ",ND
"$6,000 ",ND
"$2,000 ",ND
$0 ,ND
"$6,000 ",ND
"$6,000 ",ND
"$6,000 ",ND
"$12,000 ",ND
"$12,000 ",ND
"$12,000 ",ND
"$12,000 ",ND
"$12,700 ",NJ
"$10,000 ",NJ
"$3,000 ",NJ
"$1,000 ",NJ
"$6,000 ",NJ
"$6,000 ",NJ
"$12,700 ",ND
"$12,700 ",ND
$0 ,ND
"$2,000 ",ND
"$1,000 ",ND
"$12,700 ",ND
"$12,700 ",ND
$0 ,ND
"$3,000 ",NJ
"$2,500 ",NJ
"$1,000 ",NJ
"$6,000 ",NJ
"$6,000 ",NJ
$0 ,NJ
"$6,000 ",NJ
$0 ,NJ
"$12,700 ",ND
"$4,000 ",ND
"$4,000 ",ND
"$12,700 ",NJ
"$5,000 ",NJ
"$5,000 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
$0 ,NJ
"$12,700 ",NJ
"$12,700 ",NJ
"$9,500 ",NJ
"$9,000 ",NJ
"$1,500 ",NJ
"$4,000 ",NJ
"$12,700 ",NJ
"$4,000 ",NJ
"$12,700 ",NJ
$0 ,NJ
"$12,700 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
$0 ,NJ
"$12,700 ",NJ
"$9,500 ",NJ
"$3,400 ",NJ
"$1,500 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
$0 ,NJ
"$12,700 ",NJ
"$9,000 ",NJ
"$9,000 ",NJ
$0 ,NJ
"$9,000 ",NJ
"$8,000 ",NJ
"$3,000 ",NJ
"$12,700 ",NJ
$0 ,NJ
"$6,000 ",NJ
"$6,000 ",NJ
"$12,700 ",NJ
"$2,500 ",NJ
"$10,000 ",NJ
$0 ,NJ
"$6,000 ",NJ
"$2,500 ",NJ
"$2,500 ",NJ
$0 ,NJ
"$2,500 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
,NJ
"$12,700 ",NJ
"$12,700 ",NJ
$0 ,NJ
"$12,700 ",NJ
"$12,700 ",NJ
"$10,400 ",NJ
"$3,200 ",NJ
"$1,200 ",NJ
"$9,300 ",NJ
"$9,300 ",NJ
"$5,000 ",NJ
,NJ
$0 ,NJ
"$9,300 ",NJ
"$9,300 ",NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
"$3,000 ",NJ
"$1,000 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
$0 ,NJ
"$12,700 ",NJ
"$10,000 ",NJ
"$10,000 ",NJ
"$12,700 ",NJ
"$8,000 ",NJ
"$8,000 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
"$1,100 ",NJ
"$6,000 ",NJ
$0 ,NJ
"$12,700 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
,NJ
"$10,000 ",NJ
"$4,000 ",NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
$0 ,NJ
"$12,700 ",NJ
"$10,000 ",NJ
"$12,700 ",NJ
$0 ,NJ
"$12,700 ",NJ
"$10,000 ",NJ
"$10,200 ",NJ
,NJ
,NJ
,NJ
,OK
,OK
,OK
,OK
,OK
,OK
,NJ
,NJ
,NJ
,NJ
,NJ
"$6,000 ",NJ
,NJ
"$5,000 ",NJ
"$6,000 ",NJ
$0 ,NJ
"$5,000 ",NJ
,NJ
"$10,000 ",NJ
"$10,000 ",NJ
$0 ,NJ
"$10,000 ",NJ
"$7,000 ",NJ
$0 ,NJ
"$12,700 ",NJ
"$3,000 ",NJ
"$12,000 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
"$12,000 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
,NJ
,NJ
,NJ
,NJ
,NJ
$0 ,NJ
"$12,700 ",NJ
"$10,300 ",NJ
"$3,400 ",NJ
,NJ
,NJ
,NJ
,NJ
,NJ
"$9,000 ",NJ
"$10,400 ",OK
,NJ
$0 ,OK
"$10,000 ",OK
$0 ,NJ
"$12,700 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
$0 ,NJ
"$12,700 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
"$12,700 ",NJ
$0 ,NJ
"$12,700 ",NJ
"$10,400 ",NJ
"$3,400 ",NJ
"$1,300 ",NJ
"$12,700 ",NJ
$0 ,NJ
"$9,000 ",NJ
"$12,700 ",NJ
"$10,400 ",NJ
"$3,500 ",NJ
"$1,400 ",NJ
"$10,200 ",NJ
$0 ,NJ
"$12,700 ",NJ
"$12,700 ",NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$2,350 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$10,000 ",NJ
"$10,000 ",NJ
"$4,500 ",OK
"$2,350 ",OK
,NJ
,NJ
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,NJ
,NJ
,NJ
,NJ
"$12,600 ",OK
"$10,000 ",OK
$0 ,OK
"$10,000 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
,OK
,OK
,OK
"$3,000 ",OK
"$12,700 ",OK
$0 ,OK
$0 ,NJ
"$6,000 ",NJ
"$9,000 ",NJ
"$5,000 ",NJ
$0 ,NJ
"$5,000 ",NJ
"$9,000 ",NJ
"$12,700 ",NJ
"$4,500 ",NJ
"$12,700 ",NJ
"$4,500 ",NJ
"$9,000 ",NJ
,NJ
,NJ
"$5,000 ",NJ
"$10,200 ",NJ
$0 ,NJ
"$5,000 ",NJ
"$12,700 ",NJ
"$9,000 ",NJ
"$12,700 ",NJ
$0 ,NJ
"$9,000 ",NJ
"$7,000 ",NJ
"$2,800 ",NJ
"$1,200 ",NJ
"$12,700 ",NJ
"$9,000 ",NJ
"$10,200 ",NJ
"$7,700 ",NJ
"$3,100 ",NJ
"$1,500 ",NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,OK
,NJ
,NJ
,NJ
$0 ,OK
"$6,000 ",OK
"$6,000 ",OK
"$10,000 ",OK
"$10,000 ",OK
"$10,000 ",OK
"$12,600 ",OK
$0 ,OK
"$12,600 ",OK
,OK
,OK
,OK
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,NJ
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
"$10,000 ",OK
$0 ,OK
"$10,000 ",OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$3,000 ",OK
"$12,700 ",OK
,OK
,OK
$0 ,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
,OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$12,700 ",OK
"$6,000 ",OK
$0 ,OK
"$6,000 ",OK
"$6,000 ",OK
"$6,000 ",OK
"$6,000 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$9,000 ",OK
$0 ,OK
"$9,000 ",OK
"$12,700 ",OK
"$10,000 ",OK
$0 ,OK
"$10,000 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$3,000 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$12,600 ",OK
$0 ,OK
"$12,600 ",OK
"$12,700 ",OK
"$12,600 ",OK
$0 ,OK
,OK
,OK
,OK
,OK
,OK
,OK
"$4,000 ",OK
"$4,000 ",OK
$0 ,OK
"$4,000 ",OK
"$4,000 ",OK
"$4,000 ",OK
"$4,000 ",OK
$0 ,OK
"$4,000 ",OK
"$4,000 ",OK
"$6,000 ",OK
"$6,000 ",OK
"$6,000 ",OK
$0 ,OK
"$6,000 ",OK
"$6,000 ",OK
"$6,000 ",OK
$0 ,OK
"$6,000 ",OK
"$6,000 ",OK
"$10,000 ",OK
"$10,000 ",OK
"$10,000 ",OK
$0 ,OK
"$10,000 ",OK
"$10,000 ",OK
"$3,000 ",OK
"$1,500 ",OK
"$11,000 ",OK
"$11,000 ",OK
"$11,000 ",OK
$0 ,OK
"$11,000 ",OK
"$10,000 ",OK
"$3,000 ",OK
"$1,500 ",OK
"$12,600 ",OK
"$12,600 ",OK
"$12,600 ",OK
$0 ,OK
"$12,600 ",OK
"$12,600 ",OK
"$12,600 ",OK
$0 ,OK
"$12,600 ",OK
"$12,600 ",OK
"$4,000 ",OK
"$4,000 ",OK
"$4,000 ",OK
$0 ,OK
"$4,000 ",OK
"$4,000 ",OK
"$4,000 ",OK
$0 ,OK
"$4,000 ",OK
"$4,000 ",OK
"$6,000 ",OK
"$10,000 ",OK
"$3,000 ",OK
"$1,500 ",OK
"$11,000 ",OK
"$11,000 ",OK
"$11,000 ",OK
$0 ,OK
"$11,000 ",OK
"$10,000 ",OK
"$3,000 ",OK
"$1,500 ",OK
"$12,600 ",OK
"$12,600 ",OK
$0 ,OK
"$12,600 ",OK
"$12,600 ",OK
"$12,600 ",OK
"$12,600 ",OK
"$12,600 ",OK
$0 ,OK
"$12,600 ",OK
"$4,500 ",OK
"$12,700 ",OK
,OK
"$9,000 ",OK
"$12,700 ",OK
"$9,750 ",OK
"$3,500 ",PA
$0 ,PA
"$3,500 ",PA
"$12,700 ",PA
$0 ,PA
"$12,700 ",PA
"$10,400 ",PA
,OK
"$10,500 ",OK
"$10,500 ",OK
,PA
,PA
,PA
,PA
,PA
,PA
,PA
,PA
"$12,700 ",PA
"$12,700 ",OK
"$12,700 ",OK
$0 ,PA
"$2,000 ",PA
"$12,700 ",PA
"$10,400 ",PA
"$4,500 ",PA
"$2,000 ",PA
"$4,500 ",PA
,OK
$0 ,OK
"$12,700 ",OK
"$12,700 ",OK
"$9,000 ",OK
$0 ,OK
"$9,000 ",OK
"$9,000 ",OK
"$1,500 ",OK
"$12,700 ",OK
"$9,750 ",OK
$0 ,OK
$0 ,OK
"$12,700 ",OK
"$9,750 ",OK
"$9,750 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$10,400 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$9,750 ",OK
"$12,700 ",OK
"$10,000 ",OK
"$4,000 ",OK
"$2,000 ",OK
"$2,500 ",OK
"$2,500 ",OK
$0 ,OK
"$2,500 ",OK
$0 ,OK
"$10,500 ",OK
,OK
,OK
"$12,700 ",OK
"$12,700 ",OK
"$9,750 ",OK
,OK
,OK
"$9,750 ",OK
$0 ,OK
"$9,750 ",OK
,OK
"$10,500 ",OK
"$10,500 ",OK
"$10,500 ",OK
,OK
,OK
"$12,700 ",OK
,OK
"$12,700 ",OK
"$12,700 ",OK
,OK
"$9,750 ",OK
"$12,700 ",OK
"$10,400 ",OK
"$10,500 ",OK
"$1,500 ",OK
"$12,700 ",OK
"$9,750 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$10,500 ",OK
"$10,500 ",OK
"$10,400 ",OK
"$12,700 ",OK
"$4,500 ",OK
"$12,700 ",OK
"$1,500 ",OK
"$9,750 ",OK
"$12,700 ",OK
"$9,750 ",OK
"$12,700 ",OK
$0 ,OK
"$9,750 ",OK
$0 ,OK
"$10,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
$0 ,OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$4,500 ",OK
"$1,500 ",OK
"$2,500 ",OK
"$4,000 ",OK
"$4,000 ",OK
"$4,000 ",OK
$0 ,OK
"$4,000 ",OK
"$8,000 ",OK
"$8,000 ",OK
$0 ,OK
"$8,000 ",OK
"$8,000 ",OK
"$9,000 ",OK
"$9,000 ",OK
"$9,000 ",OK
"$10,500 ",OK
"$10,500 ",OK
$0 ,OK
"$10,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
"$12,700 ",OK
,OK
,OK
"$12,700 ",OK
"$12,700 ",OK
"$12,500 ",OK
"$10,000 ",OK
"$4,000 ",OK
"$2,000 ",OK
"$12,700 ",OK
$0 ,OK
$0 ,OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$1,500 ",OK
"$12,700 ",OK
"$12,700 ",OK
$0 ,OK
"$12,700 ",OK
"$10,400 ",OK
"$4,500 ",OK
"$1,500 ",OK
,OK
,OK
"$12,700 ",OK
$0 ,OK
,OK
,OK
